id,Caso,nome_da_zona,altura_do_teto,area_do_piso,area_liquida_de_superficie_de_parede_externa_do_leste,area_liquida_de_superficie_de_parede_interna_do_leste,area_liquida_de_superficie_de_janela_do_leste,area_liquida_de_superficie_de_parede_externa_do_oeste,area_liquida_de_superficie_de_parede_interna_do_oeste,area_liquida_de_superficie_de_janela_do_oeste,area_liquida_de_superficie_de_parede_externa_do_sul,area_liquida_de_superficie_de_parede_interna_do_sul,area_liquida_de_superficie_de_janela_do_sul,area_liquida_de_superficie_de_parede_externa_do_norte,area_liquida_de_superficie_de_parede_interna_do_norte,area_liquida_de_superficie_de_janela_do_norte,area_total_do_edificio,area_liquida_condicionada_do_edificio,condutancia_termica_da_cobertura,condutancia_termica_da_parede_externa,condutancia_termica_da_parede_interna,absorcao_solar_externa_da_cobertura,absorcao_solar_externa_da_parede_externa,condutancia_da_janela,fator_de_ganho_de_calor_solar_da_janela,area_sala,area_dorm,alt,dbt_mean,dbt_min,dbt_max,dpt_mean,dpt_min,dpt_max,wd_mean,ws_mean,ts_mean,ghr_mean,ghr_min,ghr_max,TOMax,tipo,aquecimento,resfriamento
0,0_3quartos_modelo1.tbl.htm,DORM1,3.32,15.46,0.0,12.86,0.0,9.17,0.0,5.37,7.4,0.0,4.33,0.0,11.73,0.0,77.48,53.77,3.288,0.8894,0.8917,0.7,0.7,4.253,0.555,19.74,34.03,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,243.7679675,0.0
0,0_3quartos_modelo1.tbl.htm,DORM2,3.32,10.02,0.0,7.74,0.0,5.96,0.0,3.46,0.0,11.73,0.0,11.73,0.0,0.0,77.48,53.77,3.288,0.8894,0.8917,0.7,0.7,4.253,0.555,19.74,34.03,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,116.107735,0.0
0,0_3quartos_modelo1.tbl.htm,DORM3,3.32,8.55,0.0,6.36,0.0,5.06,0.0,2.97,0.0,11.73,0.0,0.0,11.73,0.0,77.48,53.77,3.288,0.8894,0.8917,0.7,0.7,4.253,0.555,19.74,34.03,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,58.21865789,0.0
0,0_3quartos_modelo1.tbl.htm,SALA,3.32,19.74,12.86,0.0,0.0,0.0,12.86,0.0,9.43,0.0,5.55,0.0,12.77,0.0,77.48,53.77,3.288,0.8894,0.8917,0.7,0.7,4.253,0.555,19.74,34.03,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,3.18409497,685.1874135
146,146_3quartos_modelo1.tbl.htm,DORM3,3.46,7.02,1.99,0.0,3.34,0.0,4.15,0.0,0.0,15.75,0.0,0.0,15.75,0.0,63.65,44.17,3.275,4.908,4.908,0.7,0.7,4.78,0.361,16.22,27.95,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,8.158852056,0.0
146,146_3quartos_modelo1.tbl.htm,SALA,3.46,16.22,0.0,8.45,0.0,8.45,0.0,0.0,7.44,0.0,12.68,0.0,17.92,0.0,63.65,44.17,3.275,4.908,4.908,0.7,0.7,4.78,0.361,16.22,27.95,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,3.391562271,95.11381117
146,146_3quartos_modelo1.tbl.htm,DORM1,3.46,12.7,3.57,0.0,6.06,0.0,8.45,0.0,5.83,0.0,9.92,0.0,15.75,0.0,63.65,44.17,3.275,4.908,4.908,0.7,0.7,4.78,0.361,16.22,27.95,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,114.2653086,0.0
146,146_3quartos_modelo1.tbl.htm,DORM2,3.46,8.23,2.33,0.0,3.91,0.0,5.07,0.0,0.0,15.75,0.0,15.75,0.0,0.0,63.65,44.17,3.275,4.908,4.908,0.7,0.7,4.78,0.361,16.22,27.95,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,35.99038529,0.0
506,506_2quartos.tbl.htm,DORM1,2.96,11.09,0.0,11.3,0.0,12.48,0.0,0.66,1.04,6.37,0.0,7.41,0.0,0.0,51.56,45.77,3.275,4.704,4.704,0.7,0.7,5.404,0.672,24.47,21.3,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,93.06730429,0.0
506,506_2quartos.tbl.htm,DORM2,2.96,10.21,0.0,9.31,0.0,8.84,0.0,0.47,9.63,0.0,0.0,0.0,7.78,0.0,51.56,45.77,3.275,4.704,4.704,0.7,0.7,5.404,0.672,24.47,21.3,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,76.30055319,0.0
506,506_2quartos.tbl.htm,SALA,2.96,24.47,16.65,0.0,3.96,0.0,20.61,0.0,9.93,1.41,0.0,3.6,4.35,1.54,51.56,45.77,3.275,4.704,4.704,0.7,0.7,5.404,0.672,24.47,21.3,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,9.777369081,144.5192185
571,571_2quartos.tbl.htm,SALA,2.89,12.9,0.0,11.77,0.0,10.36,0.0,1.42,3.52,3.64,0.79,8.41,1.15,0.0,27.19,24.13,2.915,0.8894,0.8917,0.6,0.7,5.787,0.481,12.9,11.23,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,0.236206291,186.7205517
571,571_2quartos.tbl.htm,DORM2,2.89,5.38,5.05,0.0,0.45,0.0,5.49,0.0,0.0,6.55,0.0,8.16,0.0,0.0,27.19,24.13,2.915,0.8894,0.8917,0.6,0.7,5.787,0.481,12.9,11.23,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,4.739759027,0.0
571,571_2quartos.tbl.htm,DORM1,2.89,5.85,7.13,0.0,0.63,0.0,6.28,0.0,6.28,0.0,0.0,0.88,5.4,0.0,27.19,24.13,2.915,0.8894,0.8917,0.6,0.7,5.787,0.481,12.9,11.23,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,7.13734443,0.0
643,643_2quartos_modelo2.tbl.htm,DORM2,2.4,9.86,0.0,7.25,0.0,7.25,0.0,0.0,0.0,6.14,0.0,4.7,0.0,3.13,41.13,37.82,2.915,17.5,17.5,0.6,0.5,5.581,0.281,18.21,19.61,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,94.04820958,0.0
643,643_2quartos_modelo2.tbl.htm,SALA,2.4,18.21,6.73,0.0,0.0,6.12,0.0,0.61,6.27,5.88,0.46,0.0,12.2,0.0,41.13,37.82,2.915,17.5,17.5,0.6,0.5,5.581,0.281,18.21,19.61,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,13.29642066,37.83421912
643,643_2quartos_modelo2.tbl.htm,DORM1,2.4,9.75,4.35,0.0,2.91,0.0,7.25,0.0,0.0,6.06,0.0,7.74,0.0,0.0,41.13,37.82,2.915,17.5,17.5,0.6,0.5,5.581,0.281,18.21,19.61,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,90.82982685,0.0
714,714_2quartos_modelo2.tbl.htm,DORM1,2.64,17.3,10.69,0.0,0.0,0.0,9.0,0.0,0.0,11.29,0.0,6.24,0.0,5.04,72.99,67.11,3.288,4.704,4.704,0.7,0.7,3.384,0.652,32.31,34.79,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,126.738594,0.0
714,714_2quartos_modelo2.tbl.htm,DORM2,2.64,17.49,6.0,0.0,4.81,0.0,9.11,0.0,11.29,0.0,0.0,0.0,11.29,0.0,72.99,67.11,3.288,4.704,4.704,0.7,0.7,3.384,0.652,32.31,34.79,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,134.6613714,0.0
714,714_2quartos_modelo2.tbl.htm,SALA,2.64,32.31,0.0,18.11,0.0,6.89,8.7,2.98,5.94,0.0,4.54,10.48,0.0,0.0,72.99,67.11,3.288,4.704,4.704,0.7,0.7,3.384,0.652,32.31,34.79,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,1.965616724,1090.73572
771,771_2quartos.tbl.htm,SALA,3.8,38.93,7.33,10.05,4.26,19.07,4.42,0.0,0.0,28.67,0.0,20.97,0.0,7.71,82.03,72.81,2.925,0.8894,0.8917,0.6,0.7,5.236,0.341,38.93,33.88,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,48.31948547,699.7633489
771,771_2quartos.tbl.htm,DORM1,3.8,17.64,14.24,0.0,0.0,1.99,12.24,0.0,11.77,0.0,6.09,0.0,16.02,0.0,82.03,72.81,2.925,0.8894,0.8917,0.6,0.7,5.236,0.341,38.93,33.88,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,347.8235693,0.0
771,771_2quartos.tbl.htm,DORM2,3.8,16.24,0.0,16.66,0.0,18.51,0.0,0.0,8.36,0.0,4.29,0.0,12.65,0.0,82.03,72.81,2.925,0.8894,0.8917,0.6,0.7,5.236,0.341,38.93,33.88,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,293.1613444,0.0
1003,1003_1quarto.tbl.htm,DORM1,3.69,11.54,7.56,0.0,3.57,0.0,9.86,0.0,13.66,0.0,0.0,0.0,13.66,0.0,34.63,28.86,2.915,0.8894,0.8917,0.6,0.7,4.492,0.597,17.32,11.54,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,46.14470215,0.0
1003,1003_1quarto.tbl.htm,SALA,3.69,17.32,0.0,13.96,0.0,11.49,0.0,5.32,11.97,0.0,0.0,9.0,0.0,4.24,34.63,28.86,2.915,0.8894,0.8917,0.6,0.7,4.492,0.597,17.32,11.54,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,1.855989036,417.1786886
1106,1106_2quartos.tbl.htm,SALA,3.09,29.83,11.19,1.85,0.0,4.04,5.16,2.02,0.0,24.63,0.0,19.18,0.0,5.45,62.86,55.79,2.925,17.5,17.5,0.6,0.5,5.835,0.883,29.83,25.97,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,0,53.88361905,133.7381828
1106,1106_2quartos.tbl.htm,DORM2,3.09,12.45,10.86,0.0,0.0,0.0,9.03,0.0,3.53,0.0,7.44,0.0,10.97,0.0,62.86,55.79,2.925,17.5,17.5,0.6,0.5,5.835,0.883,29.83,25.97,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,283.7320436,0.0
1106,1106_2quartos.tbl.htm,DORM1,3.09,13.52,1.17,7.18,0.0,8.35,0.0,0.0,4.94,0.0,10.55,0.0,13.66,0.0,62.86,55.79,2.925,17.5,17.5,0.6,0.5,5.835,0.883,29.83,25.97,1356.0,18.6325,13.016666666666666,26.75,14.410000000000002,6.508333333333333,18.133333333333333,163.83583333333334,3.0083333333333333,7.0975,4810.234166666666,2056.8333333333335,7134.583333333333,26.0,1,349.8011498,0.0
1,1_2quartos_modelo2.tbl.htm,DORM2,2.62,15.02,10.93,0.0,0.0,0.0,10.93,0.0,0.0,7.72,0.0,7.43,0.0,1.97,62.67,57.62,3.275,4.908,4.908,0.7,0.7,5.117,0.381,27.74,29.88,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,1,0.0,2537.71915
1,1_2quartos_modelo2.tbl.htm,SALA,2.62,27.74,4.7,0.0,5.45,10.15,0.0,0.0,5.17,7.39,3.24,0.0,15.34,0.0,62.67,57.62,3.275,4.908,4.908,0.7,0.7,5.117,0.381,27.74,29.88,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,0,0.0,5859.46235
1,1_2quartos_modelo2.tbl.htm,DORM1,2.62,14.86,0.0,10.93,0.0,8.63,0.0,2.3,0.0,7.62,0.0,9.3,0.0,0.0,62.67,57.62,3.275,4.908,4.908,0.7,0.7,5.117,0.381,27.74,29.88,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,1,0.0,2624.346566
164,164_3quartos_modelo1.tbl.htm,DORM3,2.78,11.46,5.61,0.0,1.85,0.0,5.79,0.0,0.0,11.87,0.0,0.0,11.87,0.0,103.9,72.1,2.915,0.8894,0.8917,0.6,0.7,3.314,0.391,26.48,45.63,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,1,0.0,175.3605674
164,164_3quartos_modelo1.tbl.htm,SALA,2.78,26.48,0.0,11.83,0.0,11.83,0.0,0.0,0.0,12.96,0.0,5.46,0.0,9.71,103.9,72.1,2.915,0.8894,0.8917,0.6,0.7,3.314,0.391,26.48,45.63,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,0,0.0,3560.091542
164,164_3quartos_modelo1.tbl.htm,DORM2,2.78,13.44,6.56,0.0,2.19,0.0,7.08,0.0,11.87,0.0,0.0,0.0,11.87,0.0,103.9,72.1,2.915,0.8894,0.8917,0.6,0.7,3.314,0.391,26.48,45.63,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,1,0.0,190.5296029
164,164_3quartos_modelo1.tbl.htm,DORM1,2.78,20.73,10.14,0.0,3.37,0.0,11.83,0.0,0.0,11.87,0.0,8.92,0.0,2.96,103.9,72.1,2.915,0.8894,0.8917,0.6,0.7,3.314,0.391,26.48,45.63,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,1,0.0,127.0930303
597,597_3quartos_modelo1.tbl.htm,SALA,3.94,22.06,0.0,17.79,0.0,17.79,0.0,0.0,0.0,15.43,0.0,8.1,0.0,9.52,86.55,60.06,2.915,0.8894,0.8917,0.6,0.7,3.694,0.232,22.06,38.0,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,0,0.0,4733.227947
597,597_3quartos_modelo1.tbl.htm,DORM3,3.94,9.54,9.77,0.0,0.98,0.0,9.09,0.0,0.0,13.79,0.0,0.0,13.79,0.0,86.55,60.06,2.915,0.8894,0.8917,0.6,0.7,3.694,0.232,22.06,38.0,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,1,0.0,1497.139259
597,597_3quartos_modelo1.tbl.htm,DORM1,3.94,17.27,17.67,0.0,1.78,0.0,17.79,0.0,0.0,13.79,0.0,12.53,0.0,1.27,86.55,60.06,2.915,0.8894,0.8917,0.6,0.7,3.694,0.232,22.06,38.0,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,1,0.0,1911.200509
597,597_3quartos_modelo1.tbl.htm,DORM2,3.94,11.19,11.45,0.0,1.16,0.0,10.95,0.0,13.79,0.0,0.0,0.0,13.79,0.0,86.55,60.06,2.915,0.8894,0.8917,0.6,0.7,3.694,0.232,22.06,38.0,342.0,26.781666666666666,20.108333333333334,34.80833333333333,18.1525,9.525,22.65833333333333,153.54666666666665,3.091666666666667,4.680833333333333,5643.8725,3320.0833333333335,7082.916666666667,28.0,1,0.0,1687.426895
2,2_2quartos.tbl.htm,DORM1,3.54,6.8,0.0,9.03,0.0,4.91,0.0,5.78,1.11,6.84,0.0,7.96,0.0,0.0,31.64,28.08,2.915,17.5,17.5,0.6,0.5,3.384,0.722,15.01,13.07,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,1474.107415,0.0
2,2_2quartos.tbl.htm,DORM2,3.54,6.27,0.0,7.57,0.0,3.48,0.0,4.09,10.34,0.0,0.0,0.0,8.68,0.0,31.64,28.08,2.915,17.5,17.5,0.6,0.5,3.384,0.722,15.01,13.07,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,1369.765304,0.0
2,2_2quartos.tbl.htm,SALA,3.54,15.01,14.95,0.0,1.65,0.0,16.6,0.0,10.66,1.84,0.0,4.98,4.99,0.87,31.64,28.08,2.915,17.5,17.5,0.6,0.5,3.384,0.722,15.01,13.07,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,0,1525.870724,0.0
18,18_2quartos_modelo2.tbl.htm,DORM1,2.64,11.37,0.0,5.43,0.0,7.08,0.0,0.0,5.35,0.0,5.85,0.0,11.2,0.0,47.97,44.1,2.915,4.704,4.704,0.6,0.7,4.582,0.662,21.23,22.87,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,1113.452648,0.0
18,18_2quartos_modelo2.tbl.htm,DORM2,2.64,11.5,0.0,5.51,0.0,3.43,0.0,3.72,0.0,11.2,0.0,11.2,0.0,0.0,47.97,44.1,2.915,4.704,4.704,0.6,0.7,4.582,0.662,21.23,22.87,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,1074.962718,0.0
18,18_2quartos_modelo2.tbl.htm,SALA,2.64,21.23,5.55,5.29,0.52,0.0,10.94,0.0,10.4,0.0,0.0,9.26,0.0,1.14,47.97,44.1,2.915,4.704,4.704,0.6,0.7,4.582,0.662,21.23,22.87,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,0,735.5482211,0.0
38,38_1quarto.tbl.htm,DORM1,3.48,5.41,0.0,7.75,0.0,7.75,0.0,0.0,0.0,7.11,0.0,5.98,0.0,2.18,16.22,13.52,2.925,0.8894,0.8917,0.6,0.7,5.177,0.601,8.11,5.41,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,698.3984719,0.0
38,38_1quarto.tbl.htm,SALA,3.48,8.11,2.72,0.0,4.58,6.26,0.0,0.0,4.63,0.0,7.51,0.0,9.98,0.0,16.22,13.52,2.925,0.8894,0.8917,0.6,0.7,5.177,0.601,8.11,5.41,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,0,572.7770841,48.53391275
78,78_1quarto.tbl.htm,DORM1,2.94,8.48,7.42,0.0,0.0,0.0,7.42,0.0,8.56,0.0,1.09,0.0,8.2,0.0,25.45,21.21,3.275,17.5,17.5,0.7,0.5,4.711,0.722,12.73,8.48,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,1407.865324,0.0
78,78_1quarto.tbl.htm,SALA,2.94,12.73,5.72,0.0,0.0,3.79,0.0,3.26,0.0,11.46,0.0,7.78,0.0,6.49,25.45,21.21,3.275,17.5,17.5,0.7,0.5,4.711,0.722,12.73,8.48,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,0,863.3753667,2.012245894
142,142_1quarto.tbl.htm,DORM1,3.02,12.71,6.53,0.0,6.51,0.0,11.89,0.0,8.52,0.0,0.0,0.0,8.52,0.0,38.14,31.78,2.925,4.704,4.704,0.6,0.7,2.713,0.551,19.07,12.71,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,1588.545064,0.0
142,142_1quarto.tbl.htm,SALA,3.02,19.07,0.0,17.0,0.0,8.02,0.0,11.6,6.83,0.0,0.0,3.24,0.0,4.83,38.14,31.78,2.925,4.704,4.704,0.6,0.7,2.713,0.551,19.07,12.71,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,0,827.5574703,48.29747091
143,143_2quartos_modelo2.tbl.htm,DORM2,2.76,9.76,0.0,10.82,0.0,10.82,0.0,0.0,0.0,5.36,0.0,5.91,0.0,0.95,40.72,37.43,3.288,0.8894,0.8917,0.7,0.7,5.65,0.883,18.02,19.41,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,811.9078751,0.0
143,143_2quartos_modelo2.tbl.htm,SALA,2.76,18.02,10.05,0.0,0.0,5.35,0.0,4.7,3.81,5.13,2.07,0.0,10.64,0.0,40.72,37.43,3.288,0.8894,0.8917,0.7,0.7,5.65,0.883,18.02,19.41,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,0,510.2231561,79.74425982
143,143_2quartos_modelo2.tbl.htm,DORM1,2.76,9.65,9.32,0.0,1.51,0.0,10.82,0.0,0.0,5.28,0.0,6.79,0.0,0.0,40.72,37.43,3.288,0.8894,0.8917,0.7,0.7,5.65,0.883,18.02,19.41,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,810.7037772,0.0
162,162_2quartos.tbl.htm,DORM1,2.52,9.2,1.17,7.16,0.0,8.32,0.0,0.0,0.0,5.5,0.0,2.39,0.0,4.64,42.79,37.99,3.275,17.5,17.5,0.7,0.5,3.744,0.483,20.31,17.67,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,1306.736861,0.0
162,162_2quartos.tbl.htm,DORM2,2.52,8.47,10.82,0.0,0.0,0.0,8.97,0.0,0.0,4.98,0.0,1.67,0.0,3.31,42.79,37.99,3.275,17.5,17.5,0.7,0.5,3.744,0.483,20.31,17.67,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,1281.621589,0.0
162,162_2quartos.tbl.htm,SALA,2.52,20.31,11.15,1.81,0.0,4.97,5.11,1.04,9.24,0.0,1.24,0.0,10.48,0.0,42.79,37.99,3.275,17.5,17.5,0.7,0.5,3.744,0.483,20.31,17.67,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,0,1336.487923,0.0
167,167_1quarto.tbl.htm,DORM1,3.67,13.14,11.64,0.0,0.0,0.0,11.64,0.0,3.91,0.0,10.6,0.0,13.49,0.0,39.43,32.86,2.925,0.8894,0.8917,0.6,0.7,5.275,0.261,19.72,13.14,1244.0,13.821666666666667,4.991666666666666,24.375,11.140833333333333,2.8000000000000003,16.575,203.33666666666667,6.1499999999999995,8.17,4216.635,1231.25,6646.083333333333,26.0,1,2017.690349,0.0
