Data,Último,Abertura,Máxima,Mínima,Vol.,Var
17.12.2019,"40,718","40,631","40,779","40,503","30,89K",0.21
16.12.2019,"40,632","41,096","41,096","40,544","32,11K",-1.1
13.12.2019,"41,082","40,913","41,178","40,751","54,45K",0.43
12.12.2019,"40,908","41,241","41,311","40,813","55,40K",-0.81
11.12.2019,"41,242","41,466","41,470","41,067","42,58K",-0.55
10.12.2019,"41,470","41,429","41,513","41,323","40,12K",0.11
09.12.2019,"41,425","41,417","41,608","41,229","32,29K",0.03
06.12.2019,"41,414","41,859","41,947","41,330","43,08K",-1.07
05.12.2019,"41,860","42,080","42,236","41,764","38,57K",-0.52
04.12.2019,"42,080","42,056","42,104","41,817","42,35K",0.03
03.12.2019,"42,066","42,237","42,245","41,840","46,41K",-0.4
02.12.2019,"42,234","42,365","42,536","42,070","45,71K",-0.31
29.11.2019,"42,367","41,896","42,457","41,824","43,33K",1.11
28.11.2019,"41,903","42,643","42,659","41,900","39,54K",-1.72
27.11.2019,"42,638","42,294","42,709","42,264","38,00K",0.72
26.11.2019,"42,332","42,271","42,773","42,271","60,57K",0.15
25.11.2019,"42,269","41,989","42,311","41,868","37,93K",0.72
22.11.2019,"41,966","41,943","42,011","41,719","43,23K",0.08
21.11.2019,"41,932","41,951","42,241","41,821","56,82K",-0.08
20.11.2019,"41,965","41,942","41,980","41,942","0,01K",0.05
19.11.2019,"41,945","42,055","42,194","41,851","50,31K",-0.56
18.11.2019,"42,180","41,780","42,197","41,692","40,67K",0.52
15.11.2019,"41,962","41,962","41,962","41,962",,0.03
14.11.2019,"41,951","41,700","41,989","41,617","50,26K",0.59
13.11.2019,"41,705","41,694","41,900","41,625","57,75K",0.07
12.11.2019,"41,677","41,531","41,877","41,421","62,53K",0.38
11.11.2019,"41,518","41,667","41,713","41,351","37,99K",-0.28
08.11.2019,"41,635","41,143","41,707","41,079","56,33K",1.53
07.11.2019,"41,007","40,833","41,035","40,413","61,38K",0.42
06.11.2019,"40,837","39,936","40,903","39,747","58,59K",2.25
05.11.2019,"39,938","40,125","40,239","39,828","44,96K",-0.54
04.11.2019,"40,156","39,886","40,198","39,743","38,79K",0.63
01.11.2019,"39,904","40,179","40,208","39,691","55,39K",-0.7
31.10.2019,"40,184","39,932","40,383","39,638","50,33K",0.69
30.10.2019,"39,909","40,000","40,331","39,823","51,74K",-0.19
29.10.2019,"39,986","39,915","40,052","39,834","45,45K",0.19
28.10.2019,"39,910","40,027","40,097","39,725","39,48K",-0.32
25.10.2019,"40,038","40,427","40,427","39,913","44,12K",-0.93
24.10.2019,"40,414","40,380","40,465","39,994","48,65K",0.17
23.10.2019,"40,345","40,812","40,930","40,274","50,87K",-1.16
22.10.2019,"40,819","41,291","41,313","40,598","57,61K",-1.15
21.10.2019,"41,294","41,114","41,524","41,114","42,19K",0.43
18.10.2019,"41,118","41,646","41,667","41,098","53,80K",-1.26
17.10.2019,"41,643","41,519","41,818","41,269","59,77K",0.3
16.10.2019,"41,518","41,801","41,878","41,476","50,11K",-0.69
15.10.2019,"41,807","41,261","41,814","41,210","46,29K",1.31
14.10.2019,"41,265","41,073","41,383","41,073","27,88K",0.41
11.10.2019,"41,097","41,070","41,261","40,802","67,43K",0
10.10.2019,"41,095","41,101","41,377","40,891","67,57K",-0.02
09.10.2019,"41,104","40,965","41,120","40,705","51,23K",0.37
08.10.2019,"40,954","41,074","41,137","40,739","57,47K",-0.28
07.10.2019,"41,071","40,563","41,096","40,560","49,72K",1.27
04.10.2019,"40,556","40,845","40,856","40,496","53,21K",-0.7
03.10.2019,"40,840","41,296","41,305","40,743","56,83K",-1.1
02.10.2019,"41,293","41,580","41,821","41,270","51,36K",-0.72
01.10.2019,"41,591","41,576","41,862","41,524","48,79K",0.08
30.09.2019,"41,556","41,618","41,720","41,411","38,76K",-0.11
27.09.2019,"41,602","41,706","41,712","41,437","45,22K",-0.26
26.09.2019,"41,711","41,475","41,733","41,208","51,66K",0.53
25.09.2019,"41,491","41,648","41,956","41,448","50,50K",-0.38
24.09.2019,"41,650","41,643","41,842","41,531","50,14K",0.03
23.09.2019,"41,638","41,495","41,850","41,447","38,40K",0.38
20.09.2019,"41,480","41,678","41,842","41,461","58,31K",-0.48
19.09.2019,"41,678","41,109","41,688","41,076","51,43K",1.38
18.09.2019,"41,112","40,779","41,147","40,726","51,73K",0.82
17.09.2019,"40,777","40,944","41,170","40,708","48,23K",-0.08
16.09.2019,"40,810","40,854","41,070","40,745","39,02K",-0.1
13.09.2019,"40,849","40,615","40,959","40,429","44,45K",0.59
12.09.2019,"40,608","40,682","40,712","40,266","55,21K",-0.18
11.09.2019,"40,680","40,814","40,928","40,507","46,98K",-0.31
10.09.2019,"40,808","40,963","41,302","40,793","60,88K",-0.35
09.09.2019,"40,953","40,639","41,050","40,480","47,06K",0.82
06.09.2019,"40,618","41,094","41,094","40,531","54,47K",-1.16
05.09.2019,"41,095","40,960","41,159","40,703","49,62K",0.35
04.09.2019,"40,951","41,675","41,677","40,887","54,41K",-1.75
03.09.2019,"41,681","41,860","41,861","41,497","63,97K",-0.45
02.09.2019,"41,871","41,444","41,901","41,414","27,28K",1.01
30.08.2019,"41,454","41,699","41,715","41,197","69,27K",-0.56
29.08.2019,"41,687","41,692","41,776","41,413","75,68K",0.01
28.08.2019,"41,682","41,265","41,690","41,265","74,17K",0.9
27.08.2019,"41,311","41,579","41,954","41,212","90,45K",-0.63
26.08.2019,"41,571","41,192","41,691","41,022","70,70K",0.91
23.08.2019,"41,198","40,703","41,320","40,493","116,83K",1.21
22.08.2019,"40,707","40,262","40,811","40,160","74,36K",1.09
21.08.2019,"40,269","40,546","40,551","40,129","69,70K",-0.67
20.08.2019,"40,542","40,754","40,761","40,268","73,23K",-0.49
19.08.2019,"40,743","40,023","40,758","39,897","70,32K",1.71
16.08.2019,"40,058","39,918","40,080","39,749","57,97K",0.37
15.08.2019,"39,910","40,503","40,516","39,785","87,28K",-1.52
14.08.2019,"40,526","39,639","40,539","39,624","79,78K",2.18
13.08.2019,"39,660","39,862","40,136","39,454","83,06K",-0.49
12.08.2019,"39,855","39,393","40,126","39,382","62,76K",1.11
09.08.2019,"39,416","39,203","39,504","39,200","64,83K",0.55
08.08.2019,"39,199","39,694","39,703","39,184","68,63K",-1.24
07.08.2019,"39,691","39,619","39,931","39,448","75,52K",0.2
06.08.2019,"39,612","39,758","39,866","39,356","71,00K",-0.43
05.08.2019,"39,783","38,859","39,786","38,859","75,39K",2.29
02.08.2019,"38,893","38,411","38,937","38,397","68,81K",1.28
01.08.2019,"38,403","38,165","38,618","38,115","77,21K",0.72
31.07.2019,"38,129","37,897","38,236","37,474","72,76K",0.59
30.07.2019,"37,906","37,824","38,000","37,751","36,17K",0.24
29.07.2019,"37,816","37,751","38,007","37,750","33,87K",0.14
26.07.2019,"37,762","37,794","37,946","37,592","42,49K",-0.07
25.07.2019,"37,790","37,743","38,067","37,545","48,58K",0.14
24.07.2019,"37,736","37,750","37,797","37,520","30,65K",0
23.07.2019,"37,737","37,405","37,794","37,402","37,22K",0.88
22.07.2019,"37,407","37,456","37,481","37,288","28,36K",-0.23
19.07.2019,"37,494","37,199","37,550","37,199","40,36K",0.81
18.07.2019,"37,194","37,645","37,645","37,179","35,30K",-1.19
17.07.2019,"37,641","37,693","37,693","37,542","29,73K",-0.12
16.07.2019,"37,687","37,559","37,717","37,515","37,83K",0.32
15.07.2019,"37,567","37,367","37,588","37,281","32,87K",0.52
12.07.2019,"37,373","37,577","37,644","37,304","40,56K",-0.47
11.07.2019,"37,551","37,549","37,675","37,346","48,46K",0.01
10.07.2019,"37,546","37,882","37,941","37,495","52,11K",-1.21
09.07.2019,"38,005","38,076","38,076","38,005","0,07K",-0.18
08.07.2019,"38,073","38,160","38,179","37,991","34,33K",-0.39
05.07.2019,"38,221","38,024","38,386","37,976","48,09K",0.55
04.07.2019,"38,011","38,265","38,293","37,828","41,81K",-0.68
03.07.2019,"38,272","38,468","38,758","38,150","70,45K",-0.48
02.07.2019,"38,456","38,412","38,813","38,182","74,79K",0.13
01.07.2019,"38,405","38,375","38,488","38,086","44,43K",-0.3
28.06.2019,"38,520","38,189","38,520","38,128","43,82K",0.85
27.06.2019,"38,196","38,461","38,728","38,171","52,24K",-0.65
26.06.2019,"38,445","38,480","38,590","38,315","48,08K",-0.09
25.06.2019,"38,480","38,264","38,590","38,182","51,71K",0.59
24.06.2019,"38,254","38,216","38,381","38,065","38,98K",0.16
21.06.2019,"38,192","38,313","38,458","38,119","50,41K",-0.52
20.06.2019,"38,390","38,387","38,397","38,387",,0
19.06.2019,"38,390","38,603","38,840","38,376","60,72K",-0.55
18.06.2019,"38,604","38,899","38,899","38,490","54,00K",-0.72
17.06.2019,"38,883","38,966","39,245","38,792","58,87K",-0.2
14.06.2019,"38,959","38,491","39,135","38,479","71,56K",1.23
13.06.2019,"38,487","38,670","38,675","38,342","53,70K",-0.48
12.06.2019,"38,672","38,574","38,723","38,294","54,99K",0.26
11.06.2019,"38,571","38,871","38,871","38,421","50,35K",-0.81
10.06.2019,"38,887","38,763","39,002","38,674","48,90K",0.25
07.06.2019,"38,789","38,806","38,864","38,505","58,91K",-0.03
06.06.2019,"38,799","38,812","38,879","38,563","72,08K",-0.03
05.06.2019,"38,811","38,568","39,036","38,357","76,72K",0.68
04.06.2019,"38,548","38,857","38,899","38,486","69,58K",-0.8
03.06.2019,"38,859","39,233","39,349","38,823","78,04K",-0.94
31.05.2019,"39,228","39,802","39,988","39,090","82,06K",-1.48
30.05.2019,"39,818","39,743","39,931","39,542","62,35K",0.18
29.05.2019,"39,747","40,247","40,408","39,677","60,92K",-1.24
28.05.2019,"40,247","40,432","40,539","40,101","67,45K",-0.44
27.05.2019,"40,423","40,134","40,440","40,042","28,46K",0.49
24.05.2019,"40,225","40,425","40,485","40,092","61,17K",-0.44
23.05.2019,"40,401","40,405","40,717","40,255","70,94K",0
22.05.2019,"40,403","40,383","40,531","40,062","73,69K",0.03
21.05.2019,"40,390","40,966","41,136","40,329","74,18K",-1.41
20.05.2019,"40,968","41,014","41,217","40,774","82,87K",-0.08
17.05.2019,"40,999","40,480","41,129","40,472","82,02K",1.31
16.05.2019,"40,470","40,014","40,542","39,932","61,23K",1.13
15.05.2019,"40,017","39,765","40,218","39,735","63,15K",0.67
14.05.2019,"39,751","39,926","39,952","39,661","56,77K",-0.47
13.05.2019,"39,939","39,770","40,058","39,733","71,44K",0.93
10.05.2019,"39,572","39,470","39,736","39,363","60,19K",0.27
09.05.2019,"39,466","39,283","39,818","39,283","55,69K",0.46
08.05.2019,"39,285","39,708","39,781","39,250","54,72K",-1.07
07.05.2019,"39,710","39,710","40,006","39,640","54,28K",0.04
06.05.2019,"39,695","39,386","39,753","39,386","43,09K",0.79
03.05.2019,"39,382","39,669","39,684","39,304","57,52K",-0.7
02.05.2019,"39,661","39,198","39,722","39,182","57,39K",1.17
01.05.2019,"39,202","39,201","39,220","39,182","0,09K",-0.03
30.04.2019,"39,215","39,453","39,573","39,127","60,21K",-0.61
29.04.2019,"39,456","39,304","39,466","39,214","46,15K",0.42
26.04.2019,"39,292","39,505","39,757","39,195","57,68K",-0.63
25.04.2019,"39,542","39,918","40,071","39,467","63,80K",-0.96
24.04.2019,"39,927","39,204","39,942","39,185","69,94K",1.83
23.04.2019,"39,211","39,370","39,648","39,131","53,30K",-0.39
22.04.2019,"39,365","39,268","39,394","39,127","41,11K",0.23
19.04.2019,"39,275","39,275","39,275","39,275",,0.01
18.04.2019,"39,273","39,409","39,523","39,047","55,11K",-0.28
17.04.2019,"39,382","39,052","39,477","38,859","58,95K",0.88
16.04.2019,"39,040","38,730","39,085","38,687","51,12K",0.82
15.04.2019,"38,723","38,811","38,908","38,588","56,26K",-0.25
12.04.2019,"38,819","38,584","39,080","38,574","67,19K",0.61
11.04.2019,"38,582","38,264","38,636","38,264","52,65K",0.87
10.04.2019,"38,251","38,511","38,542","38,144","49,45K",-0.67
09.04.2019,"38,510","38,501","38,650","38,461","52,52K",0.04
08.04.2019,"38,495","38,720","38,773","38,415","47,02K",-0.62
05.04.2019,"38,735","38,589","38,766","38,415","60,14K",0.38
04.04.2019,"38,590","38,708","38,876","38,472","61,69K",-0.28
03.04.2019,"38,700","38,538","38,823","38,326","58,16K",0.42
02.04.2019,"38,537","38,524","38,800","38,483","63,25K",0.05
01.04.2019,"38,518","38,897","38,932","38,492","54,77K",-1.86
29.03.2019,"39,247","39,016","39,347","38,679","82,29K",0.61
28.03.2019,"39,010","39,927","40,159","38,982","96,08K",-2.32
27.03.2019,"39,935","38,739","40,018","38,724","98,70K",3
26.03.2019,"38,773","38,529","38,794","38,334","72,25K",0.59
25.03.2019,"38,544","39,047","39,374","38,438","80,01K",-1.35
22.03.2019,"39,071","37,928","39,169","37,928","94,82K",3.01
21.03.2019,"37,930","37,761","38,382","37,639","77,33K",0.44
20.03.2019,"37,763","37,921","37,994","37,386","72,90K",-0.34
19.03.2019,"37,892","37,912","38,002","37,646","48,73K",-0.06
18.03.2019,"37,915","38,161","38,277","37,832","52,61K",-0.6
15.03.2019,"38,144","38,453","38,726","38,082","60,80K",-0.78
14.03.2019,"38,442","38,156","38,556","38,143","60,26K",0.77
13.03.2019,"38,147","38,113","38,352","37,995","62,85K",0.09
12.03.2019,"38,114","38,399","38,445","38,009","74,15K",-0.75
11.03.2019,"38,403","38,678","38,685","38,342","70,38K",-0.69
08.03.2019,"38,669","38,708","39,032","38,493","80,65K",-0.09
07.03.2019,"38,704","38,404","39,028","38,159","91,17K",0.79
06.03.2019,"38,400","37,763","38,450","37,747","42,59K",1.71
05.03.2019,"37,755","37,755","37,755","37,755",,0
04.03.2019,"37,755","37,742","37,755","37,742","0,05K",0.01
01.03.2019,"37,752","37,511","37,956","37,455","70,19K",0.63
28.02.2019,"37,514","37,258","37,592","37,171","77,19K",0.61
27.02.2019,"37,287","37,444","37,478","37,217","66,12K",-0.54
26.02.2019,"37,489","37,519","37,666","37,378","70,24K",-0.09
25.02.2019,"37,522","37,469","37,523","37,194","61,75K",0.1
22.02.2019,"37,485","37,683","37,683","37,262","64,59K",-0.56
21.02.2019,"37,695","37,256","37,721","37,149","70,21K",1.12
20.02.2019,"37,277","37,243","37,372","36,900","73,72K",0.13
19.02.2019,"37,230","37,334","37,448","37,028","61,67K",-0.33
18.02.2019,"37,353","37,012","37,422","37,012","44,11K",0.93
15.02.2019,"37,008","37,203","37,264","36,983","73,21K",-0.6
14.02.2019,"37,233","37,514","37,952","37,137","81,43K",-0.83
13.02.2019,"37,544","37,104","37,619","37,104","72,41K",1.2
12.02.2019,"37,098","37,437","37,470","37,021","73,26K",-1.27
11.02.2019,"37,577","37,312","37,747","37,274","65,13K",0.76
08.02.2019,"37,292","37,195","37,477","37,026","81,98K",0.34
07.02.2019,"37,167","36,996","37,375","36,990","88,29K",0.5
06.02.2019,"36,983","36,696","37,161","36,672","75,25K",0.77
05.02.2019,"36,699","36,636","36,846","36,609","70,48K",0.03
04.02.2019,"36,687","36,597","36,877","36,592","68,75K",0.25
01.02.2019,"36,597","36,455","36,822","36,376","72,65K",0.43
31.01.2019,"36,440","36,865","36,865","36,358","83,29K",-1.11
30.01.2019,"36,850","37,205","37,321","36,741","76,38K",-0.95
29.01.2019,"37,202","37,617","37,648","37,150","65,15K",-1.11
28.01.2019,"37,619","37,780","37,878","37,500","64,27K",-0.23
25.01.2019,"37,707","37,713","37,713","37,707","0,00K",-0.07
24.01.2019,"37,733","37,746","37,955","37,381","59,57K",0.19
23.01.2019,"37,663","37,943","38,134","37,561","54,05K",-1.28
22.01.2019,"38,152","37,545","38,173","37,457","56,60K",1.6
21.01.2019,"37,550","37,609","37,811","37,541","34,70K",0.09
18.01.2019,"37,517","37,480","37,743","37,285","58,60K",0.03
17.01.2019,"37,504","37,329","37,744","37,262","58,18K",0.37
16.01.2019,"37,366","37,151","37,381","37,084","15,40K",0.52
15.01.2019,"37,172","37,025","37,326","36,947","21,18K",0.49
14.01.2019,"36,990","37,120","37,358","36,845","0,34K",-0.33
11.01.2019,"37,113","36,943","37,300","36,913","12,53K",0.02
10.01.2019,"37,105","36,807","37,249","36,746","0,00K",0.81
09.01.2019,"36,807","37,138","37,155","36,743","48,59K",-0.88
08.01.2019,"37,133","37,373","37,412","37,034","49,06K",-0.6
07.01.2019,"37,356","37,139","37,384","36,898","44,59K",0.54
04.01.2019,"37,155","37,593","37,850","37,088","56,28K",-1.09
03.01.2019,"37,565","37,960","38,074","37,376","55,71K",-0.88
02.01.2019,"37,900","38,786","38,971","37,828","44,05K",-2.35
01.01.2019,"38,812","38,812","38,812","38,812",,0
31.12.2018,"38,812","38,812","38,812","38,812",,0
28.12.2018,"38,812","38,769","38,956","38,297",,0.2
27.12.2018,"38,735","39,202","39,456","38,685",,-1.24
26.12.2018,"39,220","39,040","39,405","38,918",,0.46
25.12.2018,"39,040","39,040","39,040","39,040",,0
24.12.2018,"39,040","39,040","39,040","39,040",,0
21.12.2018,"39,040","38,408","39,071","38,393",,1.61
20.12.2018,"38,422","38,971","38,971","38,327",,-1.42
19.12.2018,"38,977","39,015","39,138","38,634",,-0.38
18.12.2018,"39,124","38,970","39,173","38,836",,0.33
17.12.2018,"38,995","39,173","39,285","38,772",,-0.45
14.12.2018,"39,171","39,113","39,210","38,877",,0.67
13.12.2018,"38,911","38,551","38,974","38,507",,0.92
12.12.2018,"38,555","38,936","38,997","38,362",,-1.24
11.12.2018,"39,040","39,202","39,226","38,876",,-0.36
10.12.2018,"39,181","39,076","39,455","38,913",,0.27
07.12.2018,"39,075","38,817","39,239","38,571",,0.73
06.12.2018,"38,793","38,910","39,445","38,733",,0.28
05.12.2018,"38,686","38,517","38,832","38,341",,0.42
04.12.2018,"38,525","38,290","38,675","38,177",,0.27
03.12.2018,"38,423","38,677","38,677","38,161",,-0.64
30.11.2018,"38,669","38,496","38,888","38,380",,0.37
29.11.2018,"38,528","38,517","38,751","38,331",,0.05
28.11.2018,"38,510","38,789","38,879","38,318",,-0.62
27.11.2018,"38,752","39,228","39,241","38,619",,-1.67
26.11.2018,"39,410","38,184","39,452","38,171",,2.95
23.11.2018,"38,282","38,036","38,305","37,949",,0.62
22.11.2018,"38,045","37,904","38,269","37,902",,0.18
21.11.2018,"37,976","37,560","38,034","37,560",,1.08
20.11.2018,"37,572","37,563","37,572","37,563",,0.01
19.11.2018,"37,570","37,473","37,736","37,427",,0.36
16.11.2018,"37,435","37,723","37,827","37,296",,-1.08
15.11.2018,"37,843","37,843","37,843","37,843",,0.01
14.11.2018,"37,841","38,032","38,194","37,661",,-0.5
13.11.2018,"38,032","37,561","38,313","37,529",,0.95
12.11.2018,"37,675","37,487","37,696","37,361",,0.91
09.11.2018,"37,335","37,610","37,750","37,252",,-0.72
08.11.2018,"37,605","37,297","37,642","37,158",,0.77
07.11.2018,"37,318","37,618","37,874","37,220",,-0.79
06.11.2018,"37,615","37,270","37,701","37,237",,0.95
05.11.2018,"37,262","36,968","37,326","36,910",,0.8
02.11.2018,"36,967","37,039","37,039","36,963",,-0.12
01.11.2018,"37,012","37,232","37,241","36,799",,-0.56
31.10.2018,"37,220","36,969","37,445","36,854",,0.67
30.10.2018,"36,974","37,175","37,359","36,768",,-0.57
29.10.2018,"37,187","36,437","37,226","35,819",,2.08
26.10.2018,"36,429","37,059","37,302","36,395",,-1.7
25.10.2018,"37,058","37,360","37,360","36,818",,-0.78
24.10.2018,"37,350","36,950","37,475","36,827",,1.1
23.10.2018,"36,943","36,883","37,237","36,856",,0.23
22.10.2018,"36,860","36,954","37,214","36,698",,-0.78
19.10.2018,"37,149","37,220","37,273","36,875",,-0.18
18.10.2018,"37,217","36,875","37,313","36,726",,0.93
17.10.2018,"36,875","37,242","37,460","36,640",,-1.01
16.10.2018,"37,252","37,355","37,363","36,913",,-0.28
15.10.2018,"37,358","37,561","37,645","37,126",,-1.25
12.10.2018,"37,830","37,838","37,838","37,824",,0.05
11.10.2018,"37,812","37,565","37,858","37,159",,0.68
10.10.2018,"37,555","37,163","37,687","37,109",,1.08
09.10.2018,"37,155","37,818","37,911","37,005",,-1.68
08.10.2018,"37,790","37,275","37,825","37,093",,-1.62
05.10.2018,"38,413","38,742","38,950","38,376",,-0.86
04.10.2018,"38,745","39,017","39,355","38,732",,-0.69
03.10.2018,"39,015","39,415","39,415","38,220",,-1.01
02.10.2018,"39,414","40,186","40,188","39,058",,-1.91
01.10.2018,"40,181","40,500","40,633","40,037",,-0.77
28.09.2018,"40,491","40,147","40,580","39,898",,0.92
27.09.2018,"40,123","40,343","40,553","39,665",,-0.49
26.09.2018,"40,322","40,792","40,945","40,095",,-1.06
25.09.2018,"40,756","40,893","41,418","40,681",,-0.42
24.09.2018,"40,928","40,656","40,975","40,362",,1.02
21.09.2018,"40,516","40,770","40,958","40,278",,-0.63
20.09.2018,"40,771","41,273","41,311","40,671",,-1.32
19.09.2018,"41,315","41,631","41,763","40,976",,-0.69
18.09.2018,"41,604","41,342","41,651","41,174",,0.68
17.09.2018,"41,324","41,744","42,041","41,159",,-1
14.09.2018,"41,742","42,064","42,106","41,580",,-0.8
13.09.2018,"42,077","41,616","42,101","41,244",,1.2
12.09.2018,"41,579","41,528","41,677","41,106",,0.11
11.09.2018,"41,535","40,864","41,798","40,864",,1.63
10.09.2018,"40,867","40,679","41,280","40,524",,0.67
07.09.2018,"40,596","40,596","40,596","40,596",,0.02
06.09.2018,"40,589","41,448","41,659","40,357",,-2.11
05.09.2018,"41,466","41,570","41,863","41,119",,-0.33
04.09.2018,"41,602","41,566","41,907","41,374",,0.03
03.09.2018,"41,590","40,926","41,606","40,916",,2.55
31.08.2018,"40,556","41,486","41,776","40,532",,-2.26
30.08.2018,"41,495","41,057","42,150","41,029",,1.02
29.08.2018,"41,074","41,389","41,647","41,016",,-0.65
28.08.2018,"41,342","40,798","41,476","40,617",,1.39
27.08.2018,"40,775","41,055","41,144","40,470",,-0.6
24.08.2018,"41,020","41,146","41,326","40,720",,-0.33
23.08.2018,"41,155","40,418","41,284","40,408",,1.81
22.08.2018,"40,425","40,507","40,915","40,312",,-0.13
21.08.2018,"40,478","39,696","40,533","39,557",,1.96
20.08.2018,"39,700","39,139","39,715","39,139",,1.49
17.08.2018,"39,116","39,078","39,536","39,036",,0.12
16.08.2018,"39,071","39,055","39,298","38,673",,0.04
15.08.2018,"39,055","38,665","39,275","38,660",,0.99
14.08.2018,"38,673","38,849","39,038","38,590",,-0.43
13.08.2018,"38,840","38,585","39,292","38,585",,0.63
10.08.2018,"38,597","38,019","38,746","38,008",,1.53
09.08.2018,"38,015","37,718","38,217","37,718",,0.78
08.08.2018,"37,721","37,525","37,734","37,355",,0.55
07.08.2018,"37,515","37,370","37,723","37,033",,0.41
06.08.2018,"37,363","37,047","37,371","36,902",,0.76
03.08.2018,"37,080","37,519","37,539","37,000",,-1.13
02.08.2018,"37,503","37,520","37,822","37,491",,0.01
01.08.2018,"37,499","37,565","37,703","37,310",,-0.17
31.07.2018,"37,564","37,301","37,645","37,221",,0.69
30.07.2018,"37,307","37,139","37,323","36,956",,0.52
27.07.2018,"37,114","37,464","37,477","37,065",,-0.93
26.07.2018,"37,462","36,886","37,483","36,886",,1.56
25.07.2018,"36,886","37,483","37,485","36,886",,-1.59
24.07.2018,"37,481","37,833","37,872","37,321",,-0.91
23.07.2018,"37,827","37,661","38,029","37,661",,0.39
20.07.2018,"37,681","38,319","38,319","37,584",,-1.6
19.07.2018,"38,295","38,495","38,923","38,225",,-0.57
18.07.2018,"38,513","38,373","38,647","38,190",,0.33
17.07.2018,"38,388","38,633","38,801","38,387",,-0.56
16.07.2018,"38,605","38,515","38,742","38,337",,0.23
13.07.2018,"38,518","38,821","39,005","38,441",,-0.78
12.07.2018,"38,822","38,745","39,031","38,373",,0.13
11.07.2018,"38,773","38,169","38,859","38,135",,1.63
10.07.2018,"38,152","38,837","38,872","37,937",,-1.48
09.07.2018,"38,727","38,653","38,727","38,649",,0.26
06.07.2018,"38,628","39,322","39,530","38,594",,-1.78
05.07.2018,"39,327","39,133","39,417","38,856",,0.48
04.07.2018,"39,138","38,941","39,195","38,855",,0.42
03.07.2018,"38,975","39,126","39,151","38,731",,-0.4
02.07.2018,"39,130","38,791","39,207","38,761",,0.93
29.06.2018,"38,771","38,582","38,801","38,283",,0.38
28.06.2018,"38,624","38,610","38,780","38,350",,-0.01
27.06.2018,"38,628","37,990","38,773","37,904",,1.61
26.06.2018,"38,016","37,740","38,033","37,612",,0.66
25.06.2018,"37,767","37,887","37,887","37,618",,-0.25
22.06.2018,"37,860","37,687","37,896","37,353",,0.45
21.06.2018,"37,691","37,697","38,048","37,535",,-0.06
20.06.2018,"37,714","37,447","37,869","37,058",,0.65
19.06.2018,"37,471","37,471","37,864","37,178",,0
18.06.2018,"37,470","37,310","37,661","37,282",,0.46
15.06.2018,"37,297","38,060","38,060","37,148",,-2
14.06.2018,"38,060","37,209","38,162","36,863",,2.31
13.06.2018,"37,201","37,180","37,386","36,845",,0.04
12.06.2018,"37,185","37,075","37,300","36,685",,0.24
11.06.2018,"37,097","37,101","37,306","36,714",,0.01
08.06.2018,"37,094","39,032","39,068","36,928",,-5.08
07.06.2018,"39,078","38,490","39,684","38,467",,1.53
06.06.2018,"38,488","38,086","38,555","38,049",,1.1
05.06.2018,"38,068","37,453","38,177","37,453",,1.6
04.06.2018,"37,468","37,663","37,671","37,260",,-0.44
01.06.2018,"37,633","37,250","37,706","37,208",,1.07
31.05.2018,"37,235","37,251","37,272","37,235",,-0.02
30.05.2018,"37,241","37,249","37,678","36,794",,-0.03
29.05.2018,"37,254","37,346","37,702","37,116",,-0.26
28.05.2018,"37,352","36,522","37,465","36,520",,2.27
25.05.2018,"36,524","36,463","36,791","36,425",,0.08
24.05.2018,"36,495","36,274","36,563","36,273",,0.57
23.05.2018,"36,288","36,452","36,799","36,166",,-0.44
22.05.2018,"36,448","36,772","36,789","36,265",,-0.88
21.05.2018,"36,772","37,370","37,382","36,710",,-1.6
18.05.2018,"37,370","36,975","37,772","36,947",,1.09
17.05.2018,"36,966","36,748","37,135","36,443",,0.56
16.05.2018,"36,761","36,536","36,955","36,528",,0.6
15.05.2018,"36,540","36,240","36,942","36,218",,0.85
14.05.2018,"36,231","35,992","36,412","35,729",,0.64
11.05.2018,"35,999","35,495","36,130","35,434",,1.4
10.05.2018,"35,502","35,937","35,950","35,424",,-1.17
09.05.2018,"35,924","35,638","36,101","35,592",,0.81
08.05.2018,"35,636","35,514","35,941","35,510",,0.29
07.05.2018,"35,534","35,316","35,598","35,316",,0.65
04.05.2018,"35,304","35,274","35,493","35,141",,0.06
03.05.2018,"35,282","35,507","35,673","35,199",,-0.66
02.05.2018,"35,518","35,078","35,547","35,078",,1.26
01.05.2018,"35,076","35,075","35,078","35,074",,0.01
30.04.2018,"35,072","34,568","35,094","34,568",,1.46
27.04.2018,"34,568","34,764","34,816","34,533",,-0.54
26.04.2018,"34,755","34,851","35,088","34,745",,-0.27
25.04.2018,"34,850","34,742","35,160","34,706",,0.39
24.04.2018,"34,714","34,520","34,813","34,353",,0.54
23.04.2018,"34,527","34,142","34,538","34,142",,1.16
20.04.2018,"34,130","33,847","34,182","33,841",,0.72
19.04.2018,"33,885","33,811","34,106","33,802",,0.24
18.04.2018,"33,804","34,080","34,097","33,730",,-0.81
17.04.2018,"34,079","34,215","34,218","33,887",,-0.34
16.04.2018,"34,194","34,251","34,362","34,058",,-0.08
13.04.2018,"34,223","34,123","34,307","33,963",,0.27
12.04.2018,"34,132","33,753","34,203","33,651",,1.14
11.04.2018,"33,746","34,066","34,246","33,727",,-1
10.04.2018,"34,088","34,216","34,357","34,001",,-0.33
09.04.2018,"34,200","33,697","34,246","33,640",,1.49
