Data,Último,Abertura,Máxima,Mínima,Vol.,Var
06.04.2018,"33,697","33,453","33,807","33,425",,0.74
05.04.2018,"33,449","33,310","33,500","32,961",,0.46
04.04.2018,"33,297","33,411","33,685","33,269",,-0.35
03.04.2018,"33,413","33,095","33,443","33,026",,0.91
02.04.2018,"33,111","33,056","33,251","32,973",,0.18
30.03.2018,"33,051","33,044","33,051","33,040",,-0.03
29.03.2018,"33,060","33,211","33,295","32,926",,-0.44
28.03.2018,"33,205","33,288","33,469","33,195",,-0.25
27.03.2018,"33,288","33,120","33,371","33,098",,0.51
26.03.2018,"33,119","33,139","33,146","32,923",,-0.01
23.03.2018,"33,123","33,157","33,191","32,936",,-0.11
22.03.2018,"33,159","32,727","33,176","32,719",,1.33
21.03.2018,"32,725","33,127","33,132","32,635",,-1.18
20.03.2018,"33,117","32,858","33,119","32,789",,0.78
19.03.2018,"32,862","32,790","32,969","32,790",,0.16
16.03.2018,"32,811","32,862","32,997","32,719",,-0.16
15.03.2018,"32,862","32,626","32,980","32,614",,0.78
14.03.2018,"32,607","32,614","32,679","32,466",,0
13.03.2018,"32,607","32,622","32,659","32,371",,-0.05
12.03.2018,"32,622","32,561","32,684","32,500",,0.21
09.03.2018,"32,553","32,669","32,708","32,390",,-0.36
08.03.2018,"32,669","32,448","32,703","32,390",,0.66
07.03.2018,"32,454","32,117","32,486","32,099",,1.05
06.03.2018,"32,117","32,430","32,439","32,055",,-0.97
05.03.2018,"32,430","32,528","32,640","32,415",,-0.3
02.03.2018,"32,528","32,516","32,672","32,480",,0.04
01.03.2018,"32,515","32,462","32,715","32,383",,0.16
28.02.2018,"32,462","32,516","32,540","32,349",,-0.17
27.02.2018,"32,516","32,243","32,555","32,217",,0.8
26.02.2018,"32,258","32,379","32,426","32,224",,-0.37
23.02.2018,"32,379","32,502","32,510","32,322",,-0.38
22.02.2018,"32,502","32,687","32,738","32,420",,-0.58
21.02.2018,"32,692","32,572","32,729","32,423",,0.41
20.02.2018,"32,557","32,340","32,614","32,340",,0.65
19.02.2018,"32,347","32,307","32,383","32,222",,0.11
16.02.2018,"32,312","32,323","32,477","32,021",,0.1
15.02.2018,"32,279","32,198","32,412","31,981",,0.33
14.02.2018,"32,174","32,927","32,971","32,159",,-2.38
13.02.2018,"32,957","32,957","32,957","32,957",,0.01
12.02.2018,"32,954","32,954","32,954","32,954",,0.04
09.02.2018,"32,942","32,860","33,188","32,673",,0.26
08.02.2018,"32,858","32,714","33,030","32,558",,0.44
07.02.2018,"32,714","32,480","32,836","32,371",,1.13
06.02.2018,"32,348","32,628","32,782","32,322",,-0.85
05.02.2018,"32,625","32,181","32,657","32,130",,1.38
02.02.2018,"32,181","31,671","32,234","31,671",,1.62
01.02.2018,"31,669","31,854","31,964","31,613",,-0.6
31.01.2018,"31,859","31,839","31,951","31,454",,0.15
30.01.2018,"31,812","31,550","31,949","31,477",,0.83
29.01.2018,"31,550","31,530","31,718","31,530",,0.13
26.01.2018,"31,510","31,481","31,560","31,195",,0.08
25.01.2018,"31,485","31,464","31,485","31,464",,0.06
24.01.2018,"31,465","32,375","32,400","31,345",,-2.8
23.01.2018,"32,370","32,036","32,441","32,012",,1.09
22.01.2018,"32,021","31,961","32,113","31,816",,0.18
19.01.2018,"31,962","32,082","32,149","31,936",,-0.32
18.01.2018,"32,065","32,240","32,245","32,011",,-0.54
17.01.2018,"32,238","32,264","32,386","32,113",,-0.02
16.01.2018,"32,243","32,168","32,377","32,114",,0.25
15.01.2018,"32,163","32,054","32,206","31,912",,0.31
12.01.2018,"32,064","32,161","32,305","31,989",,-0.28
11.01.2018,"32,155","32,283","32,401","32,117",,-0.4
10.01.2018,"32,283","32,519","32,557","32,252",,-0.62
09.01.2018,"32,483","32,413","32,553","32,291",,0.23
08.01.2018,"32,407","32,289","32,445","32,227",,0.36
05.01.2018,"32,291","32,348","32,493","32,263",,-0.17
04.01.2018,"32,347","32,374","32,428","32,214",,-0.07
03.01.2018,"32,370","32,590","32,680","32,311",,-0.68
02.01.2018,"32,591","33,136","33,136","32,570",,-1.61
01.01.2018,"33,125","33,125","33,125","33,125",,0
29.12.2017,"33,125","33,125","33,125","33,125",,0
28.12.2017,"33,125","33,153","33,176","32,946",,-0.08
27.12.2017,"33,150","33,106","33,220","32,916",,0.12
26.12.2017,"33,111","33,376","33,376","33,062",,-0.78
25.12.2017,"33,370","33,370","33,370","33,370",,0
22.12.2017,"33,370","33,091","33,401","33,034",,0.86
21.12.2017,"33,084","32,978","33,170","32,901",,0.32
20.12.2017,"32,979","32,911","33,008","32,807",,0.24
19.12.2017,"32,900","32,923","33,079","32,811",,-0.07
18.12.2017,"32,923","32,947","33,009","32,780",,-0.07
15.12.2017,"32,947","33,336","33,374","32,942",,-1.41
14.12.2017,"33,419","33,234","33,476","33,100",,0.96
13.12.2017,"33,100","33,070","33,321","32,877",,0.11
12.12.2017,"33,065","33,055","33,334","32,963",,0.05
11.12.2017,"33,048","32,912","33,060","32,726",,0.39
08.12.2017,"32,919","32,768","33,105","32,648",,0.04
07.12.2017,"32,907","32,477","33,182","32,468",,1.7
06.12.2017,"32,357","32,415","32,493","32,241",,-0.19
05.12.2017,"32,418","32,448","32,470","32,197",,-0.07
04.12.2017,"32,442","32,581","32,623","32,418",,-0.43
01.12.2017,"32,581","32,727","32,851","32,479",,-0.45
30.11.2017,"32,727","32,465","32,883","32,350",,0.82
29.11.2017,"32,461","32,132","32,473","32,002",,1.03
28.11.2017,"32,131","32,325","32,325","32,019",,-0.46
27.11.2017,"32,278","32,330","32,331","32,130",,-0.16
24.11.2017,"32,330","32,218","32,360","32,212",,0.34
23.11.2017,"32,219","32,241","32,428","32,183",,-0.07
22.11.2017,"32,243","32,570","32,646","32,213",,-1.06
21.11.2017,"32,588","32,593","32,657","32,390",,0.05
20.11.2017,"32,573","32,574","32,574","32,573",,0
17.11.2017,"32,574","32,726","32,884","32,546",,-0.51
16.11.2017,"32,740","33,130","33,132","32,677",,-1.19
15.11.2017,"33,133","33,133","33,133","33,133",,0.01
14.11.2017,"33,131","32,805","33,178","32,662",,1.03
13.11.2017,"32,794","32,821","33,005","32,760",,0.05
10.11.2017,"32,779","32,529","32,841","32,501",,0.79
09.11.2017,"32,521","32,546","32,665","32,359",,-0.08
08.11.2017,"32,548","32,723","32,723","32,401",,-0.51
07.11.2017,"32,714","32,495","32,884","32,495",,0.67
06.11.2017,"32,495","33,144","33,144","32,476",,-1.96
03.11.2017,"33,144","32,664","33,350","32,482",,1.42
02.11.2017,"32,680","32,683","32,683","32,680",,0.01
01.11.2017,"32,676","32,728","32,927","32,565",,-0.16
31.10.2017,"32,728","32,890","33,018","32,645",,-0.5
30.10.2017,"32,891","32,367","32,892","32,344",,1.63
27.10.2017,"32,363","32,901","33,030","32,342",,-1.65
26.10.2017,"32,905","32,332","32,977","32,287",,1.77
25.10.2017,"32,332","32,442","32,599","32,283",,-0.32
24.10.2017,"32,435","32,389","32,671","32,240",,0.18
23.10.2017,"32,378","31,929","32,387","31,893",,1.42
20.10.2017,"31,925","31,665","31,980","31,665",,0.8
19.10.2017,"31,671","31,722","31,793","31,625",,-0.13
18.10.2017,"31,711","31,582","31,817","31,556",,0.41
17.10.2017,"31,580","31,712","31,838","31,580",,-0.42
16.10.2017,"31,712","31,454","31,740","31,441",,0.83
13.10.2017,"31,452","31,730","31,803","31,438",,-0.8
12.10.2017,"31,705","31,721","31,727","31,705",,-0.06
11.10.2017,"31,724","31,794","31,799","31,599",,-0.22
10.10.2017,"31,795","31,890","31,890","31,618",,-0.29
09.10.2017,"31,888","31,563","31,900","31,558",,1.04
06.10.2017,"31,561","31,546","31,784","31,496",,0.05
05.10.2017,"31,544","31,319","31,566","31,243",,0.61
04.10.2017,"31,352","31,456","31,456","31,220",,-0.24
03.10.2017,"31,427","31,545","31,656","31,410",,-0.37
02.10.2017,"31,544","31,645","31,791","31,513",,-0.24
29.09.2017,"31,619","31,827","31,906","31,562",,-0.65
28.09.2017,"31,825","31,934","32,004","31,772",,-0.34
27.09.2017,"31,932","31,669","31,986","31,665",,0.84
26.09.2017,"31,666","31,592","31,752","31,522",,0.21
25.09.2017,"31,600","31,326","31,619","31,260",,1.12
22.09.2017,"31,250","31,376","31,397","31,223",,-0.4
21.09.2017,"31,377","31,332","31,473","31,256",,0.17
20.09.2017,"31,325","31,354","31,394","31,136",,-0.08
19.09.2017,"31,350","31,363","31,402","31,245",,-0.06
18.09.2017,"31,368","31,108","31,388","31,079",,0.91
15.09.2017,"31,085","31,196","31,323","31,085",,-0.34
14.09.2017,"31,190","31,360","31,510","31,127",,-0.52
13.09.2017,"31,353","31,248","31,445","31,222",,0.33
12.09.2017,"31,251","31,032","31,387","31,029",,0.72
11.09.2017,"31,029","30,903","31,082","30,790",,0.52
08.09.2017,"30,868","30,853","30,995","30,819",,-0.4
07.09.2017,"30,993","31,002","31,002","30,993",,-0.04
06.09.2017,"31,004","31,168","31,210","30,987",,-0.55
05.09.2017,"31,174","31,416","31,427","31,122",,-0.77
04.09.2017,"31,417","31,404","31,450","31,327",,0
01.09.2017,"31,416","31,477","31,488","31,223",,-0.2
31.08.2017,"31,479","31,597","31,701","31,372",,-0.39
30.08.2017,"31,603","31,656","31,766","31,559",,-0.15
29.08.2017,"31,652","31,677","31,766","31,582",,-0.06
28.08.2017,"31,670","31,592","31,675","31,483",,0.21
25.08.2017,"31,603","31,484","31,629","31,357",,0.39
24.08.2017,"31,481","31,414","31,509","31,330",,0.21
23.08.2017,"31,414","31,617","31,706","31,341",,-0.62
22.08.2017,"31,611","31,649","31,910","31,466",,-0.11
21.08.2017,"31,645","31,488","31,723","31,361",,0.57
18.08.2017,"31,465","31,751","31,761","31,404",,-0.9
17.08.2017,"31,751","31,534","31,824","31,524",,0.72
16.08.2017,"31,524","31,693","31,782","31,454",,-0.54
15.08.2017,"31,695","31,892","32,060","31,657",,-0.61
14.08.2017,"31,890","31,764","32,059","31,734",,-0.15
11.08.2017,"31,938","31,755","32,210","31,547",,0.57
10.08.2017,"31,757","31,557","31,787","31,466",,0.63
09.08.2017,"31,559","31,270","31,587","31,263",,0.93
08.08.2017,"31,269","31,265","31,383","31,189",,0.01
07.08.2017,"31,265","31,311","31,345","31,204",,-0.16
04.08.2017,"31,314","31,125","31,338","31,079",,0.61
03.08.2017,"31,125","31,134","31,270","31,097",,-0.04
02.08.2017,"31,137","31,261","31,382","31,126",,-0.41
01.08.2017,"31,265","31,277","31,315","31,079",,0
31.07.2017,"31,264","31,325","31,442","31,138",,-0.18
28.07.2017,"31,319","31,525","31,600","31,283",,-0.67
27.07.2017,"31,530","31,382","31,600","31,382",,0.46
26.07.2017,"31,387","31,728","31,772","31,348",,-1.07
25.07.2017,"31,726","31,471","31,735","31,364",,0.81
24.07.2017,"31,470","31,405","31,538","31,341",,0.17
21.07.2017,"31,418","31,203","31,453","31,100",,0.67
20.07.2017,"31,208","31,494","31,558","31,182",,-0.9
19.07.2017,"31,490","31,559","31,639","31,444",,-0.17
18.07.2017,"31,545","31,835","31,837","31,536",,-0.9
17.07.2017,"31,833","31,809","31,878","31,761",,0.11
14.07.2017,"31,799","32,125","32,125","31,782",,-1.05
13.07.2017,"32,138","32,082","32,218","32,024",,0.19
12.07.2017,"32,078","32,549","32,553","32,050",,-1.44
11.07.2017,"32,548","32,558","32,697","32,462",,-0.03
10.07.2017,"32,557","32,805","32,817","32,550",,-0.78
07.07.2017,"32,813","32,996","33,068","32,679",,-0.45
06.07.2017,"32,962","32,886","33,211","32,883",,0.22
05.07.2017,"32,889","33,090","33,314","32,889",,-0.62
04.07.2017,"33,093","33,017","33,108","32,982",,0.24
03.07.2017,"33,015","33,196","33,246","32,938",,-0.17
30.06.2017,"33,072","33,049","33,165","32,866",,0.09
29.06.2017,"33,043","32,807","33,150","32,708",,0.73
28.06.2017,"32,805","33,133","33,152","32,788",,-1
27.06.2017,"33,135","32,974","33,347","32,968",,0.52
26.06.2017,"32,964","33,445","33,445","32,950",,-1.39
23.06.2017,"33,430","33,413","33,443","33,257",,0.01
22.06.2017,"33,425","33,357","33,495","33,226",,0.19
21.06.2017,"33,362","33,258","33,373","33,140",,0.28
20.06.2017,"33,270","32,824","33,439","32,824",,1.35
19.06.2017,"32,828","32,902","33,146","32,801",,-0.32
16.06.2017,"32,933","32,898","32,974","32,786",,0.56
15.06.2017,"32,750","32,743","32,752","32,743",,0.03
14.06.2017,"32,741","33,150","33,166","32,636",,-1.25
13.06.2017,"33,154","33,184","33,342","32,974",,-0.08
12.06.2017,"33,181","32,961","33,266","32,747",,0.64
09.06.2017,"32,971","32,620","32,986","32,561",,1.09
08.06.2017,"32,617","32,699","32,895","32,617",,-0.24
07.06.2017,"32,695","32,783","32,869","32,652",,-0.25
06.06.2017,"32,778","32,973","33,020","32,725",,-0.58
05.06.2017,"32,969","32,462","32,975","32,462",,1.5
02.06.2017,"32,483","32,511","32,597","32,207",,-0.07
01.06.2017,"32,506","32,273","32,553","32,151",,0.74
31.05.2017,"32,266","32,576","32,603","32,245",,-0.95
30.05.2017,"32,577","32,569","32,722","32,544",,0.03
29.05.2017,"32,567","32,666","32,771","32,567",,-0.1
26.05.2017,"32,601","32,742","32,761","32,516",,-0.41
25.05.2017,"32,736","32,759","32,993","32,618",,-0.15
24.05.2017,"32,784","32,702","32,885","32,477",,0.24
23.05.2017,"32,705","32,666","32,894","32,543",,0.15
22.05.2017,"32,656","32,533","33,190","32,519",,0.39
19.05.2017,"32,530","33,662","33,719","32,413",,-3.5
18.05.2017,"33,710","31,408","34,136","31,389",,7.43
17.05.2017,"31,380","30,953","31,407","30,952",,1.34
16.05.2017,"30,964","31,108","31,109","30,873",,-0.48
15.05.2017,"31,113","31,229","31,258","30,960",,-0.34
12.05.2017,"31,218","31,381","31,511","31,164",,-0.59
11.05.2017,"31,403","31,676","31,685","31,370",,-0.87
10.05.2017,"31,678","31,908","31,916","31,523",,-0.7
09.05.2017,"31,902","31,996","31,997","31,780",,-0.24
08.05.2017,"31,980","31,753","32,077","31,753",,0.65
05.05.2017,"31,774","31,902","31,960","31,682",,-0.35
04.05.2017,"31,885","31,663","31,956","31,614",,0.74
03.05.2017,"31,652","31,515","31,679","31,408",,0.43
02.05.2017,"31,517","31,757","31,959","31,460",,-0.78
01.05.2017,"31,765","31,772","31,772","31,765",,-0.01
28.04.2017,"31,767","31,837","32,149","31,699",,-0.21
27.04.2017,"31,834","31,721","31,889","31,544",,0.35
26.04.2017,"31,723","31,476","32,085","31,434",,0.8
25.04.2017,"31,471","31,283","31,712","31,275",,0.61
24.04.2017,"31,280","31,506","31,506","31,182",,-0.64
21.04.2017,"31,482","31,479","31,488","31,479",,-0.01
20.04.2017,"31,486","31,506","31,706","31,323",,-0.11
19.04.2017,"31,522","31,075","31,545","31,075",,1.43
18.04.2017,"31,079","30,983","31,239","30,877",,0.3
17.04.2017,"30,985","31,446","31,476","30,930",,-1.47
14.04.2017,"31,448","31,435","31,452","31,431",,0.01
13.04.2017,"31,444","31,258","31,498","31,145",,0.6
12.04.2017,"31,258","31,383","31,598","31,197",,-0.36
11.04.2017,"31,372","31,323","31,562","31,257",,0.17
10.04.2017,"31,320","31,466","31,509","31,302",,-0.45
07.04.2017,"31,462","31,429","31,593","31,182",,0.11
06.04.2017,"31,426","31,196","31,517","31,063",,0.71
05.04.2017,"31,203","30,938","31,261","30,808",,0.85
04.04.2017,"30,939","31,151","31,420","30,925",,-0.67
03.04.2017,"31,147","31,236","31,355","31,099",,-0.28
31.03.2017,"31,233","31,481","31,785","31,214",,-0.83
30.03.2017,"31,495","31,200","31,532","31,178",,0.95
29.03.2017,"31,199","31,414","31,421","31,122",,-0.68
28.03.2017,"31,412","31,269","31,460","31,233",,0.47
27.03.2017,"31,265","31,084","31,404","31,079",,0.58
24.03.2017,"31,086","31,405","31,514","31,048",,-0.98
23.03.2017,"31,395","30,873","31,456","30,873",,1.67
22.03.2017,"30,880","30,888","31,102","30,808",,-0.01
21.03.2017,"30,884","30,724","30,950","30,599",,0.51
20.03.2017,"30,726","30,920","31,160","30,673",,-0.62
17.03.2017,"30,918","31,190","31,281","30,876",,-0.86
16.03.2017,"31,185","31,031","31,233","30,925",,0.48
15.03.2017,"31,037","31,680","31,778","30,972",,-2.05
14.03.2017,"31,685","31,521","31,824","31,501",,0.49
13.03.2017,"31,529","31,387","31,607","31,292",,0.43
10.03.2017,"31,395","31,942","31,966","31,392",,-1.68
09.03.2017,"31,932","31,627","31,984","31,599",,0.95
08.03.2017,"31,631","31,200","31,813","31,197",,1.4
07.03.2017,"31,195","31,391","31,412","31,119",,-0.61
06.03.2017,"31,386","31,146","31,394","31,000",,0.73
03.03.2017,"31,158","31,573","31,633","31,120",,-1.29
02.03.2017,"31,565","30,895","31,590","30,895",,2.15
01.03.2017,"30,900","31,095","31,238","30,900",,-0.61
28.02.2017,"31,091","31,090","31,091","31,090",,0
27.02.2017,"31,090","31,105","31,105","31,085",,-0.06
24.02.2017,"31,110","30,622","31,195","30,600",,1.68
23.02.2017,"30,595","30,635","30,796","30,519",,-0.15
22.02.2017,"30,640","30,960","30,989","30,604",,-1
21.02.2017,"30,951","30,862","31,083","30,848",,0.26
20.02.2017,"30,870","31,019","31,074","30,826",,-0.57
17.02.2017,"31,048","30,872","31,099","30,796",,0.5
16.02.2017,"30,892","30,568","30,905","30,387",,1.04
15.02.2017,"30,575","30,850","30,969","30,545",,-0.89
14.02.2017,"30,850","31,120","31,283","30,825",,-0.85
13.02.2017,"31,116","31,140","31,240","31,075",,-0.13
10.02.2017,"31,158","31,311","31,312","31,062",,-0.46
09.02.2017,"31,301","31,172","31,334","31,134",,0.4
08.02.2017,"31,175","31,205","31,300","31,125",,-0.1
07.02.2017,"31,205","31,155","31,369","31,155",,0.14
06.02.2017,"31,160","31,185","31,276","31,050",,-0.05
03.02.2017,"31,177","31,238","31,390","31,043",,-0.2
02.02.2017,"31,240","31,290","31,304","31,075",,-0.18
01.02.2017,"31,295","31,520","31,638","31,275",,-0.68
31.01.2017,"31,509","31,258","31,565","31,012",,0.76
30.01.2017,"31,270","31,403","31,543","31,138",,-0.45
27.01.2017,"31,410","31,785","31,827","31,398",,-1.16
26.01.2017,"31,780","31,702","31,949","31,612",,0.25
25.01.2017,"31,702","31,702","31,702","31,702",,0
24.01.2017,"31,702","31,605","31,754","31,583",,0.22
23.01.2017,"31,633","31,690","31,837","31,534",,-0.18
20.01.2017,"31,690","32,002","32,046","31,689",,-0.86
19.01.2017,"31,965","32,310","32,350","31,932",,-1.06
18.01.2017,"32,309","32,150","32,319","32,132",,0.6
17.01.2017,"32,115","32,417","32,417","31,957",,-0.93
16.01.2017,"32,418","32,234","32,443","32,165",,0.64
13.01.2017,"32,213","31,887","32,242","31,798",,1.04
12.01.2017,"31,881","31,967","31,993","31,522",,-0.29
11.01.2017,"31,975","31,960","32,313","31,775",,0.04
10.01.2017,"31,961","31,959","32,020","31,808",,-0.03
09.01.2017,"31,969","32,244","32,317","31,894",,-0.84
06.01.2017,"32,241","31,973","32,241","31,871",,0.78
05.01.2017,"31,990","32,163","32,294","31,928",,-0.54
04.01.2017,"32,163","32,517","32,517","32,100",,-1.5
03.01.2017,"32,652","32,824","32,928","32,466",,-0.62
02.01.2017,"32,857","32,538","32,887","32,516",,0.95
